,Unnamed: 0,symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curbweight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,model,year,city-L/100km,highway-L/100km,horsepower-binned,fuel-type-diesel,fuel-type-gas,sports_or_wagon
91,91,1.0,128,nissan,std,2,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1918.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,6649.0,,2019.4,7.580645161290323,6.837837837837838,low,0,1,27.797101449275363
92,92,1.0,122,nissan,std,4,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1938.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,6849.0,,2019.4,7.580645161290323,6.837837837837838,low,0,1,28.08695652173913
93,93,1.0,103,nissan,std,4,wagon,fwd,front,94.5,0.8178760211436809,0.8824343015214384,0.8946488294314382,2024.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,7349.0,,2019.4,7.580645161290323,6.837837837837838,low,0,1,29.333333333333332
94,94,1.0,128,nissan,std,2,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1951.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,7299.0,,2019.4,7.580645161290323,6.837837837837838,low,0,1,28.27536231884058
95,95,1.0,128,nissan,std,2,hatchback,fwd,front,94.5,0.7957712638154734,0.8824343015214384,0.8913043478260869,2028.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,7799.0,,2019.4,7.580645161290323,6.837837837837838,low,0,1,29.391304347826086
96,96,1.0,122,nissan,std,4,sedan,fwd,front,94.5,0.794329649207112,0.8824343015214384,0.911371237458194,1971.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,7499.0,,2019.4,7.580645161290323,6.837837837837838,low,0,1,28.565217391304348
97,97,1.0,103,nissan,std,4,wagon,fwd,front,94.5,0.8178760211436809,0.8824343015214384,0.8946488294314382,2037.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,7999.0,,2019.4,7.580645161290323,6.837837837837838,low,0,1,29.52173913043478
98,98,2.0,168,nissan,std,2,hardtop,fwd,front,95.1,0.7803940413262855,0.8824343015214384,0.8913043478260869,2008.0,ohc,four,97.0,2bbl,3.15,3.29,9.4,69.0,5200.0,31.0,37.0,8249.0,,2019.4,7.580645161290323,6.837837837837838,low,0,1,29.10144927536232
99,99,0.0,106,nissan,std,4,hatchback,fwd,front,97.2,0.8332532436328689,0.90179806362379,0.9147157190635452,2324.0,ohc,four,120.0,2bbl,3.33,3.47,8.5,97.0,5200.0,27.0,34.0,8949.0,,2019.4,8.703703703703704,7.4411764705882355,low,0,1,23.95876288659794
100,100,0.0,106,nissan,std,4,sedan,fwd,front,97.2,0.8332532436328689,0.90179806362379,0.9147157190635452,2302.0,ohc,four,120.0,2bbl,3.33,3.47,8.5,97.0,5200.0,27.0,34.0,9549.0,,2019.4,8.703703703703704,7.4411764705882355,low,0,1,23.7319587628866
101,101,0.0,128,nissan,std,4,sedan,fwd,front,100.4,0.8731379144641999,0.9197786998616876,0.9214046822742477,3095.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,152.0,5200.0,17.0,22.0,13499.0,,2019.4,13.823529411764708,11.5,medium,0,1,20.361842105263158
102,102,0.0,108,nissan,std,4,wagon,fwd,front,100.4,0.8870735223450265,0.9197786998616876,0.9381270903010034,3296.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,152.0,5200.0,17.0,22.0,14399.0,,2019.4,13.823529411764708,11.5,medium,0,1,21.68421052631579
103,103,0.0,108,nissan,std,4,sedan,fwd,front,100.4,0.8870735223450265,0.9197786998616876,0.9214046822742477,3060.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,152.0,5200.0,19.0,25.0,13499.0,,2019.4,12.36842105263158,10.12,medium,0,1,20.13157894736842
104,104,3.0,194,nissan,std,2,hatchback,rwd,front,91.3,0.8202787121576165,0.9391424619640388,0.831103678929766,3071.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,160.0,5200.0,19.0,25.0,17199.0,,2019.4,12.36842105263158,10.12,medium,0,1,19.19375
105,105,3.0,194,nissan,turbo,2,hatchback,rwd,front,91.3,0.8202787121576165,0.9391424619640388,0.831103678929766,3139.0,ohcv,six,181.0,mpfi,3.43,3.27,7.8,200.0,5200.0,17.0,23.0,19699.0,,2019.4,13.823529411764708,11.0,medium,0,1,15.695
106,106,1.0,231,nissan,std,2,hatchback,rwd,front,99.2,0.857760691975012,0.9391424619640388,0.831103678929766,3139.0,ohcv,six,181.0,mpfi,3.43,3.27,9.0,160.0,5200.0,19.0,25.0,18399.0,,2019.4,12.36842105263158,10.12,medium,0,1,19.61875
107,107,0.0,161,peugot,std,4,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863072,0.948160535117057,3020.0,l,four,120.0,mpfi,3.46,3.19,8.4,97.0,5000.0,19.0,24.0,11900.0,,2019.4,12.36842105263158,10.541666666666666,low,0,1,31.1340206185567
108,108,0.0,161,peugot,turbo,4,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863072,0.948160535117057,3197.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,28.0,33.0,13200.0,,2019.4,8.392857142857142,7.666666666666667,low,1,0,33.65263157894737
109,109,0.0,122,peugot,std,4,wagon,rwd,front,114.2,0.9557904853435848,0.9460580912863072,0.9816053511705688,3230.0,l,four,120.0,mpfi,3.46,3.19,8.4,97.0,5000.0,19.0,24.0,12440.0,,2019.4,12.36842105263158,10.541666666666666,low,0,1,33.29896907216495
110,110,0.0,122,peugot,turbo,4,wagon,rwd,front,114.2,0.9557904853435848,0.9460580912863072,0.9816053511705688,3430.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,25.0,25.0,13860.0,,2019.4,9.4,10.12,low,1,0,36.10526315789474
111,111,0.0,161,peugot,std,4,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863072,0.948160535117057,3075.0,l,four,120.0,mpfi,3.46,2.19,8.4,95.0,5000.0,19.0,24.0,15580.0,,2019.4,12.36842105263158,10.541666666666666,low,0,1,32.36842105263158
112,112,0.0,161,peugot,turbo,4,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863072,0.948160535117057,3252.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,28.0,33.0,16900.0,,2019.4,8.392857142857142,7.666666666666667,low,1,0,34.23157894736842
113,113,0.0,122,peugot,std,4,wagon,rwd,front,114.2,0.9557904853435848,0.9460580912863072,0.948160535117057,3285.0,l,four,120.0,mpfi,3.46,2.19,8.4,95.0,5000.0,19.0,24.0,16695.0,,2019.4,12.36842105263158,10.541666666666666,low,0,1,34.578947368421055
114,114,0.0,122,peugot,turbo,4,wagon,rwd,front,114.2,0.9557904853435848,0.9460580912863072,0.9816053511705688,3485.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,25.0,25.0,17075.0,,2019.4,9.4,10.12,low,1,0,36.68421052631579
115,115,0.0,161,peugot,std,4,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863072,0.948160535117057,3075.0,l,four,120.0,mpfi,3.46,3.19,8.4,97.0,5000.0,19.0,24.0,16630.0,,2019.4,12.36842105263158,10.541666666666666,low,0,1,31.701030927835053
116,116,0.0,161,peugot,turbo,4,sedan,rwd,front,107.9,0.897164824603556,0.9460580912863072,0.948160535117057,3252.0,l,four,152.0,idi,3.7,3.52,21.0,95.0,4150.0,28.0,33.0,17950.0,,2019.4,8.392857142857142,7.666666666666667,low,1,0,34.23157894736842
117,117,0.0,161,peugot,turbo,4,sedan,rwd,front,108.0,0.897164824603556,0.9446749654218534,0.9364548494983278,3130.0,l,four,134.0,mpfi,3.61,3.21,7.0,142.0,5600.0,18.0,24.0,18150.0,,2019.4,13.055555555555555,10.541666666666666,medium,0,1,22.04225352112676
118,118,1.0,119,plymouth,std,2,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,1918.0,ohc,four,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,37.0,41.0,5572.0,,2019.4,6.351351351351352,6.170731707317073,low,0,1,28.205882352941178
119,119,1.0,119,plymouth,turbo,2,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,2128.0,ohc,four,98.0,spdi,3.03,3.39,7.6,102.0,5500.0,24.0,30.0,7957.0,,2019.4,9.791666666666666,8.433333333333334,low,0,1,20.862745098039216
120,120,1.0,154,plymouth,std,4,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1967.0,ohc,four,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,6229.0,,2019.4,7.580645161290323,6.657894736842105,low,0,1,28.926470588235293
121,121,1.0,154,plymouth,std,4,sedan,fwd,front,93.7,0.8039404132628545,0.8824343015214384,0.8494983277591973,1989.0,ohc,four,90.0,2bbl,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,6692.0,,2019.4,7.580645161290323,6.657894736842105,low,0,1,29.25
122,122,1.0,154,plymouth,std,4,sedan,fwd,front,93.7,0.8039404132628545,0.8824343015214384,0.8494983277591973,2191.0,ohc,four,98.0,2bbl,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,7609.0,,2019.4,7.580645161290323,6.657894736842105,low,0,1,32.220588235294116
123,123,-1.0,74,plymouth,std,4,wagon,fwd,front,103.3,0.8390197020663143,0.8934993084370677,1.0,2535.0,ohc,four,122.0,2bbl,3.35,3.46,8.5,88.0,5000.0,24.0,30.0,8921.0,,2019.4,9.791666666666666,8.433333333333334,low,0,1,28.806818181818183
124,124,3.0,122,plymouth,turbo,2,hatchback,rwd,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2818.0,ohc,four,156.0,spdi,3.59,3.86,7.0,145.0,5000.0,19.0,24.0,12764.0,,2019.4,12.36842105263158,10.541666666666666,medium,0,1,19.43448275862069
125,125,3.0,186,porsche,std,2,hatchback,rwd,front,94.5,0.8116290245074483,0.9446749654218534,0.8394648829431439,2778.0,ohc,four,151.0,mpfi,3.94,3.11,9.5,143.0,5500.0,19.0,27.0,22018.0,,2019.4,12.36842105263158,9.37037037037037,medium,0,1,19.426573426573427
126,126,3.0,122,porsche,std,2,hardtop,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2756.0,ohcf,six,194.0,mpfi,3.74,2.9,9.5,207.0,5900.0,17.0,25.0,32528.0,,2019.4,13.823529411764708,10.12,medium,0,1,13.31400966183575
127,127,3.0,122,porsche,std,2,hardtop,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2756.0,ohcf,six,194.0,mpfi,3.74,2.9,9.5,207.0,5900.0,17.0,25.0,34028.0,,2019.4,13.823529411764708,10.12,medium,0,1,13.31400966183575
128,128,3.0,122,porsche,std,2,convertible,rwd,rear,89.5,0.8116290245074483,0.8990318118948825,0.8628762541806021,2800.0,ohcf,six,194.0,mpfi,3.74,2.9,9.5,207.0,5900.0,17.0,25.0,37028.0,,2019.4,13.823529411764708,10.12,medium,0,1,13.526570048309178
129,129,1.0,122,porsche,std,2,hatchback,rwd,front,98.4,0.8443056222969726,1.0,0.8444816053511706,3366.0,dohcv,eight,203.0,mpfi,3.94,3.11,10.0,288.0,5750.0,17.0,28.0,13207.129353233831,,2019.4,13.823529411764708,9.035714285714286,high,0,1,11.6875
130,130,0.0,122,renault,std,4,wagon,fwd,front,96.1,0.8721768380586257,0.9197786998616876,0.9230769230769232,2579.0,ohc,four,132.0,mpfi,3.46,3.9,8.7,104.256157635468,5125.369458128079,23.0,31.0,9295.0,,2019.4,10.217391304347826,8.161290322580646,low,0,1,24.73714798714798
131,131,2.0,122,renault,std,2,hatchback,fwd,front,96.1,0.849591542527631,0.921161825726141,0.8444816053511706,2460.0,ohc,four,132.0,mpfi,3.46,3.9,8.7,104.256157635468,5125.369458128079,23.0,31.0,9895.0,,2019.4,10.217391304347826,8.161290322580646,low,0,1,23.59572859572859
132,132,3.0,150,saab,std,2,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616876,0.9381270903010034,2658.0,ohc,four,121.0,mpfi,3.54,3.07,9.31,110.0,5250.0,21.0,28.0,11850.0,,2019.4,11.19047619047619,9.035714285714286,low,0,1,24.163636363636364
133,133,2.0,104,saab,std,4,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616876,0.9381270903010034,2695.0,ohc,four,121.0,mpfi,3.54,3.07,9.3,110.0,5250.0,21.0,28.0,12170.0,,2019.4,11.19047619047619,9.035714285714286,low,0,1,24.5
134,134,3.0,150,saab,std,2,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616876,0.9381270903010034,2707.0,ohc,four,121.0,mpfi,2.54,2.07,9.3,110.0,5250.0,21.0,28.0,15040.0,,2019.4,11.19047619047619,9.035714285714286,low,0,1,24.60909090909091
135,135,2.0,104,saab,std,4,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616876,0.9381270903010034,2758.0,ohc,four,121.0,mpfi,3.54,3.07,9.3,110.0,5250.0,21.0,28.0,15510.0,,2019.4,11.19047619047619,9.035714285714286,low,0,1,25.072727272727274
136,136,3.0,150,saab,turbo,2,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616876,0.9381270903010034,2808.0,dohc,four,121.0,mpfi,3.54,3.07,9.0,160.0,5500.0,19.0,26.0,18150.0,,2019.4,12.36842105263158,9.73076923076923,medium,0,1,17.55
137,137,2.0,104,saab,turbo,4,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616876,0.9381270903010034,2847.0,dohc,four,121.0,mpfi,3.54,3.07,9.0,160.0,5500.0,19.0,26.0,18620.0,,2019.4,12.36842105263158,9.73076923076923,medium,0,1,17.79375
138,138,2.0,83,subaru,std,2,hatchback,fwd,front,93.7,0.7539644401729938,0.8769017980636238,0.8979933110367894,2050.0,ohcf,four,97.0,2bbl,3.62,2.36,9.0,69.0,4900.0,31.0,36.0,5118.0,,2019.4,7.580645161290323,7.027777777777778,low,0,1,29.71014492753623
139,139,2.0,83,subaru,std,2,hatchback,fwd,front,93.7,0.758769822200865,0.8796680497925312,0.8979933110367894,2120.0,ohcf,four,108.0,2bbl,3.62,2.64,8.7,73.0,4400.0,26.0,31.0,7053.0,,2019.4,9.038461538461538,8.161290322580646,low,0,1,29.041095890410958
140,140,2.0,83,subaru,std,2,hatchback,4wd,front,93.3,0.7558865929841423,0.8824343015214384,0.931438127090301,2240.0,ohcf,four,108.0,2bbl,3.62,2.64,8.7,73.0,4400.0,26.0,31.0,7603.0,,2019.4,9.038461538461538,8.161290322580646,low,0,1,30.684931506849313
141,141,0.0,102,subaru,std,4,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2145.0,ohcf,four,108.0,2bbl,3.62,2.64,9.5,82.0,4800.0,32.0,37.0,7126.0,,2019.4,7.34375,6.837837837837838,low,0,1,26.158536585365855
142,142,0.0,102,subaru,std,4,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2190.0,ohcf,four,108.0,2bbl,3.62,2.64,9.5,82.0,4400.0,28.0,33.0,7775.0,,2019.4,8.392857142857142,7.666666666666667,low,0,1,26.70731707317073
143,143,0.0,102,subaru,std,4,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,0.8779264214046824,2340.0,ohcf,four,108.0,mpfi,3.62,2.64,9.0,94.0,5200.0,26.0,32.0,9960.0,,2019.4,9.038461538461538,7.90625,low,0,1,24.893617021276597
144,144,0.0,102,subaru,std,4,sedan,4wd,front,97.0,0.8265257087938491,0.9045643153526972,0.9080267558528428,2385.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800.0,24.0,25.0,9233.0,,2019.4,9.791666666666666,10.12,low,0,1,29.085365853658537
145,145,0.0,102,subaru,turbo,4,sedan,4wd,front,97.0,0.8265257087938491,0.9045643153526972,0.9080267558528428,2510.0,ohcf,four,108.0,mpfi,3.62,2.64,7.7,111.0,4800.0,24.0,29.0,11259.0,,2019.4,9.791666666666666,8.724137931034482,low,0,1,22.61261261261261
146,146,0.0,89,subaru,std,4,wagon,fwd,front,97.0,0.8337337818356559,0.9045643153526972,0.8862876254180603,2290.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800.0,28.0,32.0,7463.0,,2019.4,8.392857142857142,7.90625,low,0,1,27.926829268292682
147,147,0.0,89,subaru,std,4,wagon,fwd,front,97.0,0.8337337818356559,0.9045643153526972,0.8862876254180603,2455.0,ohcf,four,108.0,mpfi,3.62,2.64,9.0,94.0,5200.0,25.0,31.0,10198.0,,2019.4,9.4,8.161290322580646,low,0,1,26.117021276595743
148,148,0.0,85,subaru,std,4,wagon,4wd,front,96.9,0.8342143200384431,0.9045643153526972,0.9180602006688964,2420.0,ohcf,four,108.0,2bbl,3.62,2.64,9.0,82.0,4800.0,23.0,29.0,8013.0,,2019.4,10.217391304347826,8.724137931034482,low,0,1,29.51219512195122
149,149,0.0,85,subaru,turbo,4,wagon,4wd,front,96.9,0.8342143200384431,0.9045643153526972,0.9180602006688964,2650.0,ohcf,four,108.0,mpfi,3.62,2.64,7.7,111.0,4800.0,23.0,23.0,11694.0,,2019.4,10.217391304347826,11.0,low,0,1,23.873873873873872
150,150,1.0,87,toyota,std,2,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,1985.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,35.0,39.0,5348.0,,2019.4,6.714285714285714,6.487179487179487,low,0,1,32.016129032258064
151,151,1.0,87,toyota,std,2,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,2040.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,31.0,38.0,6338.0,,2019.4,7.580645161290323,6.657894736842105,low,0,1,32.903225806451616
152,152,1.0,74,toyota,std,4,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,0.911371237458194,2015.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,31.0,38.0,6488.0,,2019.4,7.580645161290323,6.657894736842105,low,0,1,32.5
153,153,0.0,77,toyota,std,4,wagon,fwd,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,2280.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,31.0,37.0,6918.0,,2019.4,7.580645161290323,6.837837837837838,low,0,1,36.774193548387096
154,154,0.0,81,toyota,std,4,wagon,4wd,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,2290.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,27.0,32.0,7898.0,,2019.4,8.703703703703704,7.90625,low,0,1,36.935483870967744
155,155,0.0,91,toyota,std,4,wagon,4wd,front,95.7,0.8154733301297453,0.8796680497925312,0.988294314381271,3110.0,ohc,four,92.0,2bbl,3.05,3.03,9.0,62.0,4800.0,27.0,32.0,8778.0,,2019.4,8.703703703703704,7.90625,low,0,1,50.16129032258065
156,156,0.0,91,toyota,std,4,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2081.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,30.0,37.0,6938.0,,2019.4,7.833333333333333,6.837837837837838,low,0,1,29.728571428571428
157,157,0.0,91,toyota,std,4,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2109.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,30.0,37.0,7198.0,,2019.4,7.833333333333333,6.837837837837838,low,0,1,30.12857142857143
158,158,0.0,91,toyota,std,4,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2275.0,ohc,four,110.0,idi,3.27,3.35,22.5,56.0,4500.0,34.0,36.0,7898.0,,2019.4,6.911764705882353,7.027777777777778,low,1,0,40.625
159,159,0.0,91,toyota,std,4,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2275.0,ohc,four,110.0,idi,3.27,3.35,22.5,56.0,4500.0,38.0,47.0,7788.0,,2019.4,6.184210526315789,5.382978723404255,low,1,0,40.625
160,160,0.0,91,toyota,std,4,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.8862876254180603,2094.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,38.0,47.0,7738.0,,2019.4,6.184210526315789,5.382978723404255,low,0,1,29.914285714285715
161,161,0.0,91,toyota,std,4,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2122.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,28.0,34.0,8358.0,,2019.4,8.392857142857142,7.4411764705882355,low,0,1,30.314285714285713
162,162,0.0,91,toyota,std,4,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,0.882943143812709,2140.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,28.0,34.0,9258.0,,2019.4,8.392857142857142,7.4411764705882355,low,0,1,30.571428571428573
163,163,1.0,168,toyota,std,2,sedan,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2169.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,29.0,34.0,8058.0,,2019.4,8.10344827586207,7.4411764705882355,low,0,1,30.985714285714284
164,164,1.0,168,toyota,std,2,hatchback,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2204.0,ohc,four,98.0,2bbl,3.19,3.03,9.0,70.0,4800.0,29.0,34.0,8238.0,,2019.4,8.10344827586207,7.4411764705882355,low,0,1,31.485714285714284
165,165,1.0,168,toyota,std,2,sedan,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2265.0,dohc,four,98.0,mpfi,3.24,3.08,9.4,112.0,6600.0,26.0,29.0,9298.0,,2019.4,9.038461538461538,8.724137931034482,low,0,1,20.223214285714285
166,166,1.0,168,toyota,std,2,hatchback,rwd,front,94.5,0.810667948101874,0.8852005532503459,0.8795986622073579,2300.0,dohc,four,98.0,mpfi,3.24,3.08,9.4,112.0,6600.0,26.0,29.0,9538.0,,2019.4,9.038461538461538,8.724137931034482,low,0,1,20.535714285714285
167,167,2.0,134,toyota,std,2,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2540.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,8449.0,,2019.4,9.791666666666666,8.433333333333334,low,0,1,21.896551724137932
168,168,2.0,134,toyota,std,2,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2536.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,9639.0,,2019.4,9.791666666666666,8.433333333333334,low,0,1,21.862068965517242
169,169,2.0,134,toyota,std,2,hatchback,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2551.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,9989.0,,2019.4,9.791666666666666,8.433333333333334,low,0,1,21.99137931034483
170,170,2.0,134,toyota,std,2,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2679.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,11199.0,,2019.4,9.791666666666666,8.433333333333334,low,0,1,23.094827586206897
171,171,2.0,134,toyota,std,2,hatchback,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8695652173913044,2714.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,11549.0,,2019.4,9.791666666666666,8.433333333333334,low,0,1,23.396551724137932
172,172,2.0,134,toyota,std,2,convertible,rwd,front,98.4,0.8467083133109082,0.9073305670816044,0.8862876254180603,2975.0,ohc,four,146.0,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,17669.0,,2019.4,9.791666666666666,8.433333333333334,low,0,1,25.646551724137932
173,173,-1.0,65,toyota,std,4,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616876,0.9180602006688964,2326.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,29.0,34.0,8948.0,,2019.4,8.10344827586207,7.4411764705882355,low,0,1,25.282608695652176
174,174,-1.0,65,toyota,turbo,4,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616876,0.9180602006688964,2480.0,ohc,four,110.0,idi,3.27,3.35,22.5,73.0,4500.0,30.0,33.0,10698.0,,2019.4,7.833333333333333,7.666666666666667,low,1,0,33.97260273972603
175,175,-1.0,65,toyota,std,4,hatchback,fwd,front,102.4,0.8438250840941854,0.9197786998616876,0.9013377926421404,2414.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,27.0,32.0,9988.0,,2019.4,8.703703703703704,7.90625,low,0,1,26.23913043478261
176,176,-1.0,65,toyota,std,4,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616876,0.9180602006688964,2414.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,27.0,32.0,10898.0,,2019.4,8.703703703703704,7.90625,low,0,1,26.23913043478261
177,177,-1.0,65,toyota,std,4,hatchback,fwd,front,102.4,0.8438250840941854,0.9197786998616876,0.9013377926421404,2458.0,ohc,four,122.0,mpfi,3.31,3.54,8.7,92.0,4200.0,27.0,32.0,11248.0,,2019.4,8.703703703703704,7.90625,low,0,1,26.717391304347824
178,178,3.0,197,toyota,std,2,hatchback,rwd,front,102.9,0.8817876021143681,0.9363762102351316,0.8695652173913044,2976.0,dohc,six,171.0,mpfi,3.27,3.35,9.3,161.0,5200.0,20.0,24.0,16558.0,,2019.4,11.75,10.541666666666666,medium,0,1,18.48447204968944
179,179,3.0,197,toyota,std,2,hatchback,rwd,front,102.9,0.8817876021143681,0.9363762102351316,0.8695652173913044,3016.0,dohc,six,171.0,mpfi,3.27,3.35,9.3,161.0,5200.0,19.0,24.0,15998.0,,2019.4,12.36842105263158,10.541666666666666,medium,0,1,18.732919254658384
180,180,-1.0,90,toyota,std,4,sedan,rwd,front,104.5,0.9024507448342144,0.9197786998616876,0.9046822742474916,3131.0,dohc,six,171.0,mpfi,3.27,3.35,9.2,156.0,5200.0,20.0,24.0,15690.0,,2019.4,11.75,10.541666666666666,medium,0,1,20.07051282051282
181,181,-1.0,122,toyota,std,4,wagon,rwd,front,104.5,0.9024507448342144,0.9197786998616876,0.9046822742474916,3151.0,dohc,six,161.0,mpfi,3.27,3.35,9.2,156.0,5200.0,19.0,24.0,15750.0,,2019.4,12.36842105263158,10.541666666666666,medium,0,1,20.19871794871795
182,182,2.0,122,volkswagen,std,2,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2261.0,ohc,four,97.0,idi,3.01,3.4,23.0,52.0,4800.0,37.0,46.0,7775.0,,2019.4,6.351351351351352,5.5,low,1,0,43.48076923076923
183,183,2.0,122,volkswagen,std,2,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,0.931438127090301,2209.0,ohc,four,109.0,mpfi,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,7975.0,,2019.4,8.703703703703704,7.4411764705882355,low,0,1,25.988235294117647
